sentences,dists
"CLICK HERE start picking Fantasy Football team NOW ! There 's # 60,000 prizes including # 1,000 grabs EVERY WEEK ...",-8.927426428628213 -7.728457016214955 -7.642923316620213 -7.658644257754555 -7.111915375725959 -7.087282938365174 -6.7327741563344805 -7.1039853482557085 -inf -6.099686473393928 -inf -inf -5.774652279802056 -7.711092493940184 -7.670680228803558 -inf -6.2617062525751495 -7.643906989207785 -7.136447461479825 -6.475517632846142 -inf
@highlight,-7.877095084903179
Andy Murray defeated Matthias Bachinger reach US Open third round,-5.612605343009781 -5.449753542961041 -7.108004791591583 -6.752159681844378 -6.5079523336689595 -7.123606050700297 -5.961482804246777 -5.828341865157227 -6.502843287762376 -5.729743644486491
@highlight,-7.877095084903179
British No 1 suffered muscle cramps first round defeat Robin Haase,-6.271892081593702 -6.302342499287113 -inf -7.077670336496401 -6.759048362892365 -6.493914659378922 -5.803008547734645 -5.729743644486491 -7.695884777280457 -6.7775256899536815 -7.109111691441867
@highlight,-7.877095084903179
Scot revealed taking salt sachets canteen combat fatigue,-7.1147928423664615 -7.1101480351824256 -6.478508886775155 -5.957467461432086 -6.766447232435077 -7.095324222530693 -6.769880758849771 -7.669114549201799
@highlight,-7.877095084903179
Murray faces world No 96 Andrey Kuznetsov next round,-5.449753542961041 -7.118984134908375 -6.472974011319494 -6.302342499287113 -6.730326051426272 -6.770092911920863 -6.499607580881659 -7.131057437900394 -5.729743644486491
@highlight,-7.877095084903179
The 27-year-old course meet Novak Djokovic quarter-finals,-5.383837453772066 -5.273805494783108 -7.634136746636916 -7.690460050092218 -6.7413904506627285 -6.753311674371967 -6.066782050337256
@highlight,-7.877095084903179
Murray would prefer drawn issue Scottish independence,-5.449753542961041 -6.462873578592096 -7.100247346028907 -7.670249645822702 -6.495322279543375 -6.759055855667546 -6.78029119093846
Martin O'Neill demanded players put aside club woes ' allow distracted prepare Sunday 's vital Euro 2016 qualifier Poland .,-6.619907732142863 -5.4661514947968595 -7.226184447654586 -5.317863842166708 -6.22413277982299 -6.623207583211636 -5.971585601118396 -6.608508625398462 -inf -7.178551878162676 -7.1933963631771585 -7.197463136967703 -5.982241539768739 -inf -6.601766823762646 -6.255061316332794 -6.249617613015606 -5.977090916059628 -5.957281118032833 -inf
The Republic Ireland manager said would understandable squad lacking confidence stressed importance fully focused Group D leaders arrive Dublin .,-6.149205021475205 -6.6311090604230065 -5.774769079995559 -6.599813836623375 -6.479866431597129 -5.7633481614502395 -7.219118607102353 -6.61867883749429 -7.193895677167923 -7.195770434014545 -7.181407081351213 -7.2157093876485225 -7.154533066700856 -7.190379390242416 -7.156882196062851 -inf -7.147163780062369 -7.155361708808374 -7.161671082224266 -inf
O'Neill contend couple injuries personnel already week -- Darron Gibson sat training groin complaint James McClean go scan ankle problem -- also attempting boost morale players currently feeling heat clubs .,-5.4661514947968595 -7.203583709551274 -7.211588379138185 -6.629832398097231 -7.228371807720277 -7.18384800036594 -6.241864476661162 -inf -7.170750635722084 -6.2484170317864 -7.185291690237557 -6.234713020912513 -6.626365850644885 -7.1936475050552025 -6.24902541308105 -6.62487608586093 -6.607844190130648 -6.255286807503614 -6.268185267667612 -6.611649266480305 -inf -6.58894524764415 -7.21552652247488 -7.208601588721803 -7.184083283720935 -5.317863842166708 -7.196562708484936 -6.629659574038613 -7.193942447623876 -7.171702634282139 -inf
The Republic Ireland squad train ahead Sunday 's Euro 2016 qualifier Poland home,-6.149205021475205 -6.6311090604230065 -5.774769079995559 -6.61867883749429 -7.173487380373169 -6.618002798085866 -5.982241539768739 -inf -6.255061316332794 -6.249617613015606 -5.977090916059628 -5.957281118032833 -7.983583648554012
Manager Martin O'Neill hopes players put aside club woes focus game hand,-6.599813836623375 -6.619907732142863 -5.4661514947968595 -7.161689501059958 -5.317863842166708 -6.22413277982299 -6.623207583211636 -5.971585601118396 -6.608508625398462 -7.20362014568161 -6.590236409652668 -8.5936500113464
John O'Shea suffered dismal season involved relegation fight Sunderland,-6.584568178151543 -6.2801277026380316 -6.6113304593077435 -7.197160200757115 -7.139686049763285 -7.163766577292713 -6.598430584234023 -6.6140003728665 -7.1817434346964255
James McClean -LRB- right -RRB- injury doubt scan ankle making decision,-6.24902541308105 -6.62487608586093 -6.2135100233688565 -6.632737849559168 -6.174262586686091 -6.619828938959718 -7.218166735338393 -6.255286807503614 -6.268185267667612 -7.153171964244213 -7.167109653508932
"` That 's nature , I would n't get concerned , ' said O'Neill . ` Someone asked quite rightly whether I 'd concerned three four players going side course would , would stand reason . It .",-inf -7.175616189476061 -inf -7.144465257750317 -inf -inf -5.7633481614502395 -inf -7.096023130891378 -5.993339717285724 -inf -inf -6.479866431597129 -5.4661514947968595 -inf -inf -7.188666097448415 -7.164446800478434 -7.153330687661641 -7.123337504512859 -7.181079648534819 -inf -inf -5.993339717285724 -6.586548107317202 -7.170499137395955 -5.317863842166708 -7.1884232529526635 -6.261644570847555 -6.620243300495481 -5.7633481614502395 -inf -5.7633481614502395 -7.191753821955298 -7.239331760058762 -inf -6.437844313432406 -inf
"` I would n't concerned , though . The players , ready go , 's good enthusiasm around .",-inf -inf -5.7633481614502395 -inf -5.993339717285724 -inf -6.228683482333857 -inf -6.149205021475205 -5.317863842166708 -inf -7.172550255492383 -6.607844190130648 -inf -inf -6.2490836998861825 -7.1914403656306884 -7.196218907586017 -inf
` A month six weeks ago start formulate plans know disappear pick injuries along way maybe people bit club form .,-inf -inf -7.149182366386741 -7.14314730888856 -7.168830574595269 -7.14654890499557 -7.211342154409748 -7.200959061697795 -6.620933369362975 -6.613547649802229 -7.189211806631535 -7.215320197715459 -6.629832398097231 -7.1067351702065045 -7.156914845566274 -7.165705050245608 -7.162336930604577 -5.97170543559342 -5.971585601118396 -6.243838271535415 -inf
"` Some players coming absolutely fine form , others trials tribulations club level bit concern I think put side , think us .",-inf -7.151027799855705 -5.317863842166708 -6.62171576459186 -7.208618131745224 -7.1975219245967965 -6.243838271535415 -inf -7.167263546369836 -7.1990637151181796 -7.191127506114643 -5.971585601118396 -7.193415214142432 -5.97170543559342 -7.1653993191553855 -inf -5.970508656145096 -6.22413277982299 -6.261644570847555 -inf -5.970508656145096 -6.2288404260815815 -inf
"` Just think game ahead . If coming great form , fantastic . If 's , n't worry . '",-inf -7.1767758878915355 -5.970508656145096 -6.590236409652668 -6.618002798085866 -inf -6.581852284750901 -6.62171576459186 -6.863415139013525 -6.243838271535415 -inf -7.212430338272674 -inf -6.581852284750901 -inf -inf -inf -7.168668245703738 -inf -inf
"Sunderland 's John O'Shea Aston Villa 's Ciaran Clark Premier League relegation fight even though Everton trio Seamus Coleman , James McCarthy Gibson last week , Toffees remain close drop zone .",-7.1817434346964255 -inf -6.584568178151543 -6.2801277026380316 -7.14850167408283 -7.1827730913047345 -inf -6.628712918421381 -6.613884960074424 -6.592326761272277 -6.593309726628033 -6.598430584234023 -6.6140003728665 -7.097845998194201 -6.228683482333857 -7.213191763530126 -7.184315800217883 -6.61008729772455 -6.626785253806242 -inf -6.24902541308105 -6.6121352743226245 -6.2484170317864 -7.1183598163141095 -6.241864476661162 -inf -7.209476317327531 -7.154119963566371 -7.138606208972749 -7.1853579730960275 -7.2137183840899715 -inf
Assistant manager Roy Keane appeared good spirits training session Monday,-7.207277047129406 -6.599813836623375 -7.171445690441303 -7.193504038430333 -7.194401671339979 -6.2490836998861825 -7.20410741606634 -6.234713020912513 -7.223082318919226 -8.606950946874298
"Keane watches Ireland players , including keeper Shay Given -LRB- left -RRB- , take part practice",-7.193504038430333 -7.223016354084442 -5.774769079995559 -5.317863842166708 -inf -6.627114249840694 -7.235537870937305 -7.205513601095412 -7.111596643956237 -6.2135100233688565 -7.145759329323142 -6.174262586686091 -inf -6.604687522521118 -7.181244657667554 -8.815270617227739
Stephen Quinn Kevin Doyle -LRB- right -RRB- share laugh jogging session,-7.183655179599248 -7.192639679134008 -7.17430562189441 -7.236123277910946 -6.2135100233688565 -6.632737849559168 -6.174262586686091 -7.168214123542634 -7.161636172945553 -7.132626673977692 -7.223082318919226
"David Forde , meanwhile , battle Millwall second bottom Championship . O'Neill , though , says business usual sets putting plans place ensure Ireland bounce back defeat Scotland November take three points Poland .",-8.553251357614274 -7.215545962389685 -inf -7.150321501661604 -inf -7.206705124506848 -7.160426489634654 -6.5641359576493326 -7.211770029229778 -7.1886192394692 -inf -5.4661514947968595 -inf -6.228683482333857 -inf -7.122176999955466 -7.20829725070152 -7.185660154053378 -7.190423421514363 -7.205997664639581 -6.620933369362975 -7.178082730068322 -7.150019040967554 -5.774769079995559 -6.627693249113301 -6.6232073493174735 -6.23664728826401 -6.246911210789806 -7.189835371847126 -6.604687522521118 -6.586548107317202 -7.155421972008807 -5.957281118032833 -inf
` I think important thing us need bit flexible try make sure players know 're .,-inf -inf -5.970508656145096 -7.205424522889485 -7.200439176133622 -6.2288404260815815 -7.168985678469186 -5.97170543559342 -7.172880796423744 -6.617962696354283 -7.1570128783620826 -7.115194086906684 -5.317863842166708 -6.613547649802229 -6.604794611382405 -inf
"` Say want change formation something , n't want thrust upon Sunday morning . So 'll try wee bit course week .",-inf -7.172599998962213 -6.590106169729186 -7.21709810553314 -7.203979652701088 -7.157733312354799 -inf -inf -6.590106169729186 -7.159049408999739 -7.226716777755499 -5.982241539768739 -7.182753145880735 -inf -7.194884233525622 -7.225286066149856 -6.617962696354283 -7.202367724024359 -5.97170543559342 -6.620243300495481 -6.241864476661162 -inf
` We 're training Aviva -LSB- today -RSB- good . It give us feeling . ',-inf -7.20958871298392 -6.604794611382405 -6.234713020912513 -7.204197977576041 -7.16014169087562 -7.161905268140213 -7.200555555191462 -6.2490836998861825 -inf -6.437844313432406 -7.171990733852145 -6.2288404260815815 -6.629659574038613 -inf -inf
"On injury front , O'Neill also revealed Gibson ` concerned ' groin problem Stephen Ward operation ankle second scan determining plan action .",-7.172877565714518 -6.619828938959718 -7.152421585185847 -inf -5.4661514947968595 -6.58894524764415 -7.150453919762886 -6.2484170317864 -inf -5.993339717285724 -inf -6.626365850644885 -6.611649266480305 -7.183655179599248 -7.219927752409751 -7.13836540802156 -6.268185267667612 -6.5641359576493326 -6.255286807503614 -7.189237373910817 -7.156370804387714 -7.1975621650079695 -inf
Ireland hoping recover shock defeat Scotland previous European qualifier,-5.774769079995559 -7.1235047699644 -7.190868236174768 -7.178313353690295 -6.23664728826401 -6.246911210789806 -7.162086382776602 -7.204977248825415 -5.977090916059628
@highlight,-7.877095084903179
Ireland face Poland vital Euro 2016 qualifier Sunday,-5.774769079995559 -7.1869739700845985 -5.957281118032833 -6.601766823762646 -6.255061316332794 -6.249617613015606 -5.977090916059628 -5.982241539768739
@highlight,-7.877095084903179
"Players including John O'Shea , Ciaran Clark , Seamus Coleman James McCarthy suffered struggling Premier League seasons",-5.317863842166708 -6.627114249840694 -6.584568178151543 -6.2801277026380316 -inf -6.628712918421381 -6.613884960074424 -inf -6.61008729772455 -6.626785253806242 -6.24902541308105 -6.6121352743226245 -6.6113304593077435 -7.20852440635301 -6.592326761272277 -6.593309726628033 -7.184778878054964
@highlight,-7.877095084903179
Martin O'Neill wants side bounce back defeat Scotland,-6.619907732142863 -5.4661514947968595 -7.19832795198312 -6.261644570847555 -6.627693249113301 -6.6232073493174735 -6.23664728826401 -6.246911210789806
Danny Welbeck n't felt lasting effects knock saw limp England 's win Estonia train Arsenal Tuesday .,-6.1827602906880665 -5.53345894772164 -inf -7.157586418874727 -7.126236864576227 -7.086905254456541 -6.200768002732804 -6.543588759229594 -7.119768453883582 -5.263819319714735 -inf -6.022314984208415 -6.188122758208302 -6.19053212005263 -6.181347909407362 -6.519844964386918 -inf
The 23-year-old substituted rolling ankle Euro 2016 qualifier Tallinn .,-6.0915709913209275 -5.144786470416297 -7.1208245040444025 -7.089007800981709 -6.193631033834279 -6.535752071271713 -6.569493734915529 -7.097360428388252 -7.113167952591807 -inf
But Welbeck n't done damage fit ready face Hull City weekend .,-7.114212980300981 -5.53345894772164 -inf -7.116501294697561 -7.098640827505257 -6.536322538965837 -7.04422672703613 -7.1169154562577805 -6.540473349165668 -6.508726924194888 -6.483933900432057 -inf
Arsenal forward Danny Welbeck came England 's 1-0 win away Estonia Sunday evening,-6.181347909407362 -6.556877285614733 -6.1827602906880665 -5.53345894772164 -7.013093663905134 -5.263819319714735 -inf -inf -6.022314984208415 -6.979621494718106 -6.188122758208302 -5.90822922409331 -7.098237906188788
Welbeck took knock ankle late game train Gunners Tuesday,-5.53345894772164 -6.953930272246653 -6.200768002732804 -6.193631033834279 -7.1313153841919075 -6.137079433996003 -6.19053212005263 -7.123348042901076 -6.519844964386918
Welbeck avoids challenge Estonia 's Martin Vunk Sunday evening 's clash,-5.53345894772164 -7.083713028426761 -7.13471332597326 -6.188122758208302 -inf -7.088988260101449 -7.085221683575812 -5.90822922409331 -7.098237906188788 -inf -inf
Welbeck shot goal England 's Euro 2016 qualifying win Tallinn,-5.53345894772164 -7.120676594934122 -7.151265826502086 -5.263819319714735 -inf -6.535752071271713 -6.569493734915529 -7.134923687860489 -6.022314984208415 -7.113167952591807
The former Manchester United star surprised many scoring European hat-trick Galatasaray,-6.0915709913209275 -6.55668003370088 -6.54422112224518 -6.556721189871494 -7.094317887495352 -7.103630485792305 -6.51161180768613 -6.554720181340476 -7.135883361451472 -5.845693417900095 -7.137707654183883
